2000
14.294207
10.500822	14.220599	1.380853	0.410579
5.469405	3.640794	7.709470	0.479627
8.103644	0.452307	6.209540	0.542145
1.881349	12.407369	10.108497	0.578204
10.934339	0.648599	9.348213	0.575601
11.734063	2.477751	1.591714	0.397240
8.696926	7.148623	2.342934	0.520919
1.632865	6.525443	10.751995	0.346666
6.361375	6.540600	14.222790	0.673770
4.962588	1.481019	8.765103	0.658166
2.386632	4.216922	8.446565	0.544325
13.158471	12.626897	11.296342	0.391919
3.895524	4.413596	7.804535	0.511102
0.910843	5.910106	11.079905	0.587277
7.607006	5.202280	7.094319	0.361221
5.586984	5.789413	2.547333	0.334669
1.592857	2.119863	8.660396	0.435728
1.284734	5.949811	3.711693	0.493034
8.407368	6.233249	6.323466	0.480313
2.228367	9.827978	2.124184	0.681894
13.367631	3.520446	0.235608	0.637085
12.016368	8.314951	10.218677	0.636638
0.961482	10.383568	2.532250	0.454056
3.742141	7.099831	7.550329	0.435528
9.835357	5.990404	0.109518	0.462369
11.180972	2.031669	12.385855	0.540408
8.020696	2.049308	0.511049	0.388717
3.050739	7.806396	8.142681	0.473761
6.744407	12.608658	6.733771	0.385358
3.739255	5.925148	5.282666	0.465673
10.371891	0.820540	6.335734	0.340568
7.941292	2.508988	11.282465	0.558059
9.276787	11.530286	0.470711	0.511915
3.307551	0.334658	13.833614	0.477726
7.537789	9.305827	5.827826	0.570915
1.754484	14.288877	8.443584	0.450725
13.445569	13.287131	4.764365	0.544952
10.269553	8.771538	7.060702	0.477551
10.022132	6.058276	7.037078	0.617367
10.915094	4.638759	6.905935	0.618655
8.410619	12.333999	1.982473	0.500406
7.041847	12.283099	5.970677	0.381081
13.033375	5.768771	8.771727	0.587655
4.443000	6.447616	0.427866	0.549088
13.833363	9.729788	0.178048	0.567160
11.226528	1.663447	1.084606	0.483011
3.474947	0.473555	1.644376	0.423066
6.609265	1.128786	6.392196	0.463781
11.908702	12.201887	3.530310	0.382638
7.572837	12.890383	4.320569	0.502330
6.831921	6.093763	4.715561	0.625042
0.992328	9.680216	8.088230	0.459166
14.008573	4.363057	2.822183	0.490973
3.103327	4.428827	7.332496	0.383619
1.777320	9.934585	11.499382	0.415623
1.481130	0.805973	2.933750	0.494958
1.607973	6.551212	13.072901	0.529773
11.488465	5.225840	8.489236	0.408844
1.301318	1.077424	5.955186	0.469397
2.386359	11.387077	2.119014	0.550130
12.069761	12.368266	0.115787	0.588293
7.909742	5.369071	5.854211	0.369202
10.817234	13.873960	2.266263	0.540504
12.046211	10.328442	0.159767	0.470476
1.189287	13.055402	0.914969	0.532950
3.459115	8.045014	11.167376	0.477479
12.401309	4.876696	5.112055	0.478465
4.974108	1.922712	11.195705	0.438016
12.257824	4.870952	8.026919	0.549244
1.338363	1.734239	0.158465	0.622446
0.078863	0.873193	10.169270	0.495599
10.157616	1.231168	5.387239	0.588261
9.245345	9.255743	1.812854	0.653524
9.678770	12.529744	8.077982	0.396189
6.919864	0.184871	11.691447	0.367455
10.614817	5.710396	10.046684	0.551438
6.290120	3.334910	13.952219	0.414715
12.195236	3.408683	2.818865	0.444890
14.157669	6.424042	7.531661	0.619114
1.583563	5.896184	5.297760	0.645296
7.636852	4.970235	3.601962	0.525339
13.830592	7.756264	9.934215	0.390719
3.711249	4.433930	2.941404	0.558171
4.379714	13.861895	5.437656	0.631859
8.909388	6.527051	13.875774	0.451886
4.869620	1.852825	7.687948	0.476979
10.166972	4.212689	5.273781	0.376802
6.559398	3.294872	3.078351	0.383589
11.533370	6.228218	3.792849	0.501344
0.064118	5.714958	3.788963	0.616223
9.611934	10.621072	11.605294	0.578150
3.076596	0.114523	4.745636	0.685262
2.303457	7.855161	4.559850	0.442070
10.041165	0.217512	12.936930	0.515361
5.390523	8.683847	8.805728	0.438206
5.539040	0.354113	3.376467	0.490756
4.967525	9.564598	8.021528	0.355851
0.349569	5.512385	2.317862	0.582142
13.440657	2.031863	3.108046	0.375240
5.861460	3.824271	4.085717	0.433492
11.919476	14.125888	11.666695	0.348568
8.824727	7.786196	8.332097	0.345948
9.338388	3.359201	1.068519	0.667303
10.839738	4.074529	2.983195	0.453285
10.863886	0.579171	0.325618	0.338328
6.482038	5.413726	13.457948	0.288836
11.352574	0.512901	5.483045	0.414065
12.044946	5.005205	4.066121	0.407480
2.638455	3.028099	12.088734	0.424278
4.560787	13.410338	1.945322	0.400190
2.617748	13.256316	13.658882	0.602699
7.792991	7.666097	14.002525	0.480811
0.832532	13.885671	11.029095	0.361336
1.001790	10.977027	13.956392	0.349352
2.067274	12.354698	3.985120	0.593339
2.510109	1.135278	5.674050	0.649361
11.250906	5.824973	10.990969	0.570100
9.213799	8.908712	12.626291	0.524028
6.083334	7.133099	4.808671	0.642889
13.435022	11.129102	12.304606	0.656375
10.898162	3.662320	7.835634	0.642715
2.230154	9.951291	4.119640	0.530794
11.419665	11.261155	13.344825	0.531871
6.952333	1.550480	0.230090	0.600200
12.981486	8.961505	7.696632	0.554804
13.266276	1.983514	9.067557	0.533648
9.486462	5.995428	8.930230	0.569686
7.031982	11.266129	2.339963	0.658149
5.065685	6.291496	1.441772	0.488740
12.610966	2.094165	12.425450	0.434427
13.609690	2.852227	2.536646	0.638287
12.791613	2.666795	11.332894	0.486617
13.788550	12.094545	8.471081	0.407212
12.164478	6.548754	2.818889	0.522260
10.879859	14.144258	12.354305	0.461362
11.254192	6.824431	2.113496	0.599252
6.268722	5.335053	10.921466	0.475755
7.645381	9.964643	10.572806	0.423813
12.553551	0.148425	8.927794	0.407863
0.267843	7.168240	4.267573	0.551416
1.187719	9.404320	12.295752	0.401421
3.102898	13.094410	8.395708	0.371871
11.491996	3.707987	5.665704	0.446274
1.613961	3.433507	10.275359	0.550610
0.119635	1.354297	0.865273	0.682878
12.583147	12.542000	6.977572	0.499436
5.680258	7.944128	11.791587	0.651618
3.338873	14.251771	3.496690	0.582501
5.587686	2.254165	8.545795	0.351453
1.396540	3.443750	6.052147	0.436293
0.279233	4.205307	0.552893	0.535862
